No.,Date,Media,Headline,Journalist,Type,Angle,Remark
116,2024/10/18,바이오타임즈,"“글로벌 확장에 물꼬” 스파크랩 AIM AI 펀드, 첫 국내 기업 투자로 ‘웨이센’ 선택",염현주,보도자료,"스파크랩 AIM AI 펀드, 웨이센에 첫 국내 기업 투자",
117,2024/10/18,서울경제,"AI내시경 중동 수출한 스타트업, 사우디 700억 출자 펀드 투자받았다",김기혁,보도자료,"스파크랩 AIM AI 펀드, 웨이센에 첫 국내 기업 투자",
118,2024/10/18,플래텀,"스파크랩 AIM AI 펀드, AI 메드테크 기업 ‘웨이센’에 투자",김문선,보도자료,"스파크랩 AIM AI 펀드, 웨이센에 첫 국내 기업 투자",
119,2024/10/18,팜뉴스,"웨이센, 스파크랩 AIM AI펀드 1호 투자기업으로 선정",김태일,참고,"웨이센, 스파크랩 AIM AI 펀트 1호 투자 유치",
120,2024/10/17,동아일보,[스케일업] 두디스·말랑탱크·스크램블러·운약근답올핏·캠터·파나띠꼬 “사업 방향 설정에 유용했습니다”,한만혁,참고,동국대 캠퍼스타운 x 스케일업,
121,2024/10/15,서울와이어,"펄스애드, 아마존 프라임 빅딜 데이에서 기록적 성과",조해연,참고,"펄스애드, 아마존 프라임 빅딜 데이에서 성과",
122,2024/10/09,디지털타임스,"스파크랩·서울대병원, 바이오 스타트업 생태계 육성 MOU 체결",유진아,보도자료,"스파크랩, 서울대학교병원과 MOU",
123,2024/10/08,머니투데이,"스파크랩-서울대병원, 바이오 스타트업 생태계 육성 MOU 체결",남미래,보도자료,"스파크랩, 서울대학교병원과 MOU",
124,2024/10/08,한국M&A경제신문,"스파크랩-서울대병원 의생명연구원, 바이오∙헬스 분야 초기 스타트업 육성 및 투자 활성화 위해 맞손",구나연,보도자료,"스파크랩, 서울대학교병원과 MOU",
125,2024/10/08,뉴스탭,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 나서",이준문,보도자료,"스파크랩, 서울대학교병원과 MOU",
126,2024/10/08,beSUCCESS,"스파크랩-서울대병원, 바이오 스타트업 생태계 육성 위한 파트너십 체결",NA,보도자료,"스파크랩, 서울대학교병원과 MOU",
127,2024/10/08,벤처스퀘어,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 업무협약",오효진,보도자료,"스파크랩, 서울대학교병원과 MOU",
128,2024/10/08,와우테일,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 나서",김태현,보도자료,"스파크랩, 서울대학교병원과 MOU",
129,2024/10/08,디스커버리뉴스,"스파크랩 - 서울대병원, 바이오 스타트업 생태계 육성 나서",정기환,보도자료,"스파크랩, 서울대학교병원과 MOU",
130,2024/10/08,뉴스웍스,[#헬스콕] 스파크랩-서울대병원 '업무협약'·씨젠-스페인 웨펜 '기술공유',문병도,보도자료,"스파크랩, 서울대학교병원과 MOU",
131,2024/10/08,베타뉴스,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 위한 업무협약 체결",이승희,보도자료,"스파크랩, 서울대학교병원과 MOU",
132,2024/10/08,바이오타임즈,"스파크랩-서울대병원, 바이오 스타트업 생태계 육성 나선다∙∙∙투자 활성화 위한 업무협약 체결",염현주,보도자료,"스파크랩, 서울대학교병원과 MOU",
133,2024/10/08,디지털데일리,스파크랩-서울대병원 '바이오·헬스케어 스타트업 육성 MOU' 체결,이건한,보도자료,"스파크랩, 서울대학교병원과 MOU",
134,2024/10/08,스타트업레시피,"[AI서머리] 메이크스타 300억 시리즈 D 투자 유치‧스파크랩, 서울대병원과 바이오 스타트업 생태계 육성",이석원,보도자료,"스파크랩, 서울대학교병원과 MOU",
135,2024/10/08,데이터넷,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 나서",강석오,보도자료,"스파크랩, 서울대학교병원과 MOU",
136,2024/10/08,아시아투데이,"스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 MOU",박진숙,보도자료,"스파크랩, 서울대학교병원과 MOU",
137,2024/10/08,더바이오,"글로벌 AC' 스파크랩, 서울대병원과 바이오 스타트업 생태계 육성 나서",강인효,보도자료,"스파크랩, 서울대학교병원과 MOU",
138,2024/09/19,이코노뉴스,스파크랩-연세대 '바이오·헬스 유망 스타트업 투자' 업무협약,이종수,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
139,2024/09/16,뉴시스,"스파크랩 ""바이오·헬스 유망 스타트업 투자""…업무협약",권혁진,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
140,2024/09/13,머니투데이,"스파크랩-연세대 바이오헬스기술지주, 바이오 스타트업 육성 맞손",고석용,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
141,2024/09/13,프라임경제,"스파크랩‧연세대 바이오헬스기술지주, 스타트업 공동 육성",김우람,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
142,2024/09/13,플래텀,"스파크랩, 연세대 바이오헬스기술지주社와 바이오 스타트업 육성 지원",NA,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
143,2024/09/13,K스타트업밸리,"스파크랩, 연세대 바이오헬스기술지주社와 바이오 스타트업 육성 지원",Jo Kim,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
144,2024/09/13,디스커버리뉴스,"스파크랩, 연세대 바이오헬스기술지주社와 바이오 스타트업 육성 지원",정기환,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
145,2024/09/13,스타트업레시피,[AI서머리] 스파크랩 바이오 스타트업 육성 지원‧부산 ESG 플랫폼 ‘아임인부산’ 오픈,이석원,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
146,2024/09/13,팜이데일리,"스파크랩, 연세대 바이오헬스기술지주사와 스타트업 육성",김새미,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
147,2024/09/13,베타뉴스,"스파크랩, 연세대 바이오헬스기술지주와 바이오 스타트업 육성 지원",이승희,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
148,2024/09/13,데이터넷,"스파크랩·연세대 바이오헬스기술지주, 바이오 스타트업 육성 맞손",강석오,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
149,2024/09/13,이데일리,"스파크랩, 연세대 바이오헬스기술지주사와 스타트업 육성",김새미,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
150,2024/09/13,더바이오,"스파크랩, 연세대바이오헬스기술지주회사와 스타트업 지원 MOU 체결",강인효,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
151,2024/09/13,히트뉴스,"스파크랩-연세대 바이오헬스기술지주, 바이오 스타트업 육성",남대열,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
152,2024/09/13,벤처스퀘어,"스파크랩, 연세대 바이오헬스기술지주회사와 업무협약 체결",오효진,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
153,2024/09/13,스타트업투데이,"스파크랩, 국내 바이오∙헬스 스타트업 육성∙투자↑∙∙∙연세대 바이오헬스기술지주와 MOU 체결",김지민,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
154,2024/09/13,매일경제,"스파크랩, 연세대 바이오헬스기술지주와 바이오 스타트업 지원",원호섭,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
155,2024/09/13,약업신문,"스파크랩, 연세대 바이오헬스기술지주와 바이오 스타트업 육성 '총력'",권혁진,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
156,2024/09/13,이투데이,"스파크랩, 연세대 바이오헬스기술지주와 바이오 스타트업 육성 지원",이상민,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
157,2024/09/13,아시아경제,"스파크랩, 연세대 바이오헬스기술지주와 바이오 스타트업 육성 지원",김철현,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
158,2024/09/13,조선비즈,"스파크랩, 연세대 바이오헬스기술지주社와 스타트업 육성 지원",박용선,보도자료,"스파크랩, 연세대 바이오헬스기술지주社와 MOU",
159,2024/09/06,머니투데이,"사우디서 700억 펀드 결성한 스파크랩, 오일머니 유치 비결은",남미래,취재,"스파크랩그룹, 스파크랩 AIM AI 펀드'를 결성",
160,2024/09/05,데일리팝,"[스타트업 소식] 스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성 출처",정단비,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
161,2024/09/04,머니투데이,"오픈AI 투자한 스파크랩그룹, 670억원 '글로벌 AI 펀드' 결성",남미래,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
162,2024/09/04,데일리시큐,"스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",길민권,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
163,2024/09/04,IT조선,"스파크랩, 전세계 AI 스타트업 대상 5천만 달러 규모 펀드 조성",조상록,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
164,2024/09/04,바이라인네트워크,"스파크랩, AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",남혜현,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
165,2024/09/04,이데일리,"스파크랩그룹, 5000만 달러 규모 AI 스타트업 펀드 조성",김현아,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
166,2024/09/04,조선일보,"스파크랩그룹, ‘제2의 오픈AI’ 육성 위해 5000만달러 펀드 결성",황규락,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
167,2024/09/04,지디넷코리아,"스파크랩그룹, AI 스타트업 투자 위한 670억 규모 펀드 조성",백봉삼,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
168,2024/09/04,테크월드,"스파크랩그룹, AI 스타트업 투자 위한 5000만달러 규모 펀드 조성",양승갑,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
169,2024/09/04,와이드경제,"오픈AI 투자' 스파크랩그룹, 5000만달러 규모 펀드 조성",NA,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
170,2024/09/04,뉴시스,"오픈AI 투자' 스파크랩그룹, 5000만달러 규모 펀드 조성",권안나,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
171,2024/09/04,하이테크정보,"""제2의 오픈AI 키운다""…스파크랩그룹, 5천만 달러 펀드 결성",주한은,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
172,2024/09/04,디지털투데이,"스파크랩그룹, AI 스타트업 투자 5000만달러 규모 펀드 조성",황치규,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
173,2024/09/04,와우테일,"스파크랩그룹, AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",정명화,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
174,2024/09/04,디스커버리뉴스,"스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모",정기환,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
175,2024/09/04,뉴스1,"""제2의 오픈AI 키운다""…스파크랩그룹, 5천만 달러 펀드 결성",이정후,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
176,2024/09/04,벤처스퀘어,"스파크랩그룹, 670억원 규모 AI 스타트업 육성 펀드 결성",오효진,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
177,2024/09/04,테크M,"""전 세계 AI 스타트업 투자 목표""...스파크랩그룹, 670억원 규모 펀드 결성",조성준,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
178,2024/09/04,베타뉴스,"스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",이승희,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
179,2024/09/04,서울경제,"오픈AI 투자한 스파크랩, 700억원 규모 AI 펀드 결성",김기혁,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
180,2024/09/04,한경비즈니스,"""전 세계 AI 스타트업에 투자"" 스파크랩, 5000만 달러 규모 펀드",김영은,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
181,2024/09/04,플래텀,"스파크랩그룹, AI 스타트업 대상 5,000만 달러 규모 펀드 조성",김문선,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
182,2024/09/04,K스타트업밸리,"스파크랩그룹, AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",Jo Kim,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
183,2024/09/04,스타트업투데이,"스파크랩그룹, 670억 원 규모 펀드 결성∙∙∙전 세계 AI 스타트업 육성∙투자 목표",한이서,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
184,2024/09/04,테크42,"스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",황정호,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
185,2024/09/04,조선비즈,"“전 세계 AI 스타트업에 투자” 스파크랩, 5000만달러 규모 펀드 조성",박용선,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
186,2024/09/04,데이터넷,"스파크랩그룹, 5000만 달러 펀드 조성 ··· AI 스타트업 투자 앞장",강석오,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
187,2024/09/04,디지털데일리,"스파크랩, 5000만달러 규모 AI 스타트업 투자 펀드 조성",이건한,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
188,2024/09/04,이투데이,"스파크랩그룹, 전 세계 AI 스타트업 투자 위한 5000만 달러 규모 펀드 조성",정수천,보도자료,"스파크랩그룹, 5000만 달러 규모 펀드 조성",
189,2024/09/03,더구루,"""제2의 오픈AI 찾아라"" 스파크랩, 5000만 달러 규모 펀드 조성",정등용,단독,"스파크랩, 5000만 달러 신규 AIM AI 펀드 마감",
190,2024/08/07,조선일보,"리빗, 기후위기의 게임체인저 '탄솔루션'을 제시하다",쫌아는기자들,기고,"[그 때 투자] 리빗, 기후위기의 게임체인저 '탄솔루션'을 제시하다",
191,2024/07/29,데이터넷,국내 B2B SaaS 스타트업 글로벌 진출 전략 세미나 열려,강석오,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
192,2024/07/29,지디넷코리아,"스파크랩, B2B SaaS 스타트업 해외 진출 전략 알려준다",백봉삼,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
193,2024/07/29,디지털투데이,"스파크랩, 국내 B2B SaaS 스타트업 글로벌 진출 전략 세미나 8월",황치규,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
194,2024/07/29,프라임경제,"스파크랩, B2B SaaS 스타트업 해외 진출 세미나 개최",김우람,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
195,2024/07/29,서울경제,"스파크랩, 국내 소프트웨어 기업 해외 진출 세미나 개최",이덕연,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
196,2024/07/29,와우테일,"스파크랩, 8월29일 B2B SaaS 스타트업 글로벌 진출 전략 세미나 개최",정명화,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
197,2024/07/29,뉴시스,"스파크랩, B2B SaaS 스타트업 글로벌 전략 세미나 개최",권혁진,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
198,2024/07/29,머니투데이,"B2B SaaS 해외진출 팁 대방출…스파크랩, 세미나 개최",김태현,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
199,2024/07/29,테크42,"스파크랩, 국내 B2B SaaS 스타트업의 글로벌 진출 전략 세미나 개최",황정호,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
200,2024/07/29,벤처스퀘어,"스파크랩, ‘한국 B2B SaaS 스타트업을 위한 글로벌 진출 전략 세미나 개최",오효진,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
201,2024/07/29,뉴스웍스,스파크랩 'B2B SaaS 스타트업 글로벌 진출 전략 세미나' 개최,문병도,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
202,2024/07/29,테크M,"스파크랩, 韓 B2B SaaS 스타트업 글로벌 진출 전략 세미나 연다",이성우,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
203,2024/07/29,베타뉴스,"스파크랩, 국내 B2B SaaS 스타트업의 글로벌 진출 전략 세미나 개최",이승희,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
204,2024/07/29,K스타트업밸리,"스파크랩, B2B SaaS 스타트업 글로벌 진출 전략 세미나 개최",Jo Kim,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
205,2024/07/29,비석세스,"스파크랩, B2B SaaS 스타트업 글로벌 진출 전략 세미나 개최",NA,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
206,2024/07/29,디아이투데이,"스파크랩, 세미나 통해 국내 B2B SaaS 스타트업의 글로벌 진출 돕는다",이민호,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
207,2024/07/29,이투데이,"스파크랩, 국내 B2B SaaS 스타트업 글로벌 진출 전략 세미나 개최",정수천,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
208,2024/07/29,이데일리,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나",김현아,보도자료,"스파크랩, 8월 29일 ‘B2B SaaS 글로벌 진출 전략’ 세미나 개최",
209,2024/07/24,매일경제,‘포스트 오일’ 노리는 韓 스타트업,원호섭,기획자료(참고),국내 스타트업 중동 확장,
210,2024/07/12,한국경제,"스파크랩, 블라인드 김성겸 공동창업자 영입 [Geeks' Briefing]",고은이,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
211,2024/07/12,이데일리,"[마켓인]스파크랩, 김성겸 블라인드 공동창업자 벤처파트너로 영입",박소영,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
212,2024/07/12,프라임경제,"스파크랩, 김성겸 벤처파트너 영입",정관섭,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
213,2024/07/12,뉴시스,"블라인드 공동창업' 김성겸, 스파크랩 벤처파트너 영입",이승주,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
214,2024/07/12,플래텀,"[액셀러레이터 동향] 스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",NA,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
215,2024/07/12,베타뉴스,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",이승희,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
216,2024/07/12,한경잡앤조이,"스파크랩, 블라인드 공동창업자 김성겸 씨 벤처파트너로 영입",강홍민,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
217,2024/07/12,테크M,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",이성우,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
218,2024/07/12,벤처스퀘어,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",오효진,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
219,2024/07/12,스타트업투데이,"스파크랩, 벤처파트너로 블라인드 김성겸 공동창업자 영입∙∙∙“스타트업의 글로벌 진출 도울 것”",김지민,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
220,2024/07/12,뉴스1,"스파크랩, 블라인드 공동창업자 김성겸 벤처파트너로 영입",이정후,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
221,2024/07/12,이투데이,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",정수천,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
222,2024/07/12,아시아경제,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",김철현,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
223,2024/07/12,조선비즈,"스파크랩, ‘블라인드 공동창업자’ 김성겸 벤처파트너로 영입",장우정,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
224,2024/07/12,데이터넷,"스파크랩, 벤처파트너로 블라인드 김성겸 공동창업자 영입",강석오,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
225,2024/07/12,디지털투데이,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",황치규,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
226,2024/07/11,K스타트업밸리,"스파크랩, 블라인드 김성겸 공동창업자 벤처파트너로 영입",Jo Kim,보도자료,블라인드 김성겸 공동창업자 벤처파트너로 영입,
227,2024/07/10,데일리팝,"[스타트업 소식] 코리아스타트업포럼, '비즈니스 트립 in 전북' 상생 모색 外",정단비,보도자료,배치 프로그램 23기 5개사 선정,
228,2024/07/10,머니투데이,"스파크랩, '배치 프로그램 23기' 선정… 초기 스타트업 육성한다",남미래,보도자료,배치 프로그램 23기 5개사 선정,
229,2024/07/09,데이터넷,"스파크랩, 초기 스타트업 육성 '배치 프로그램 23기' 5개사 선정",강석오,보도자료,배치 프로그램 23기 5개사 선정,
230,2024/07/09,프라임경제,"스파크랩, 스타트업 성장 지원 '배치 프로그램 23기' 5개사 선정",정관섭,보도자료,배치 프로그램 23기 5개사 선정,
231,2024/07/09,한경잡앤조이,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’ 5개사",이진호,보도자료,배치 프로그램 23기 5개사 선정,
232,2024/07/09,AI타임스,"스파크랩, 초기 스타트업 육성 위한 '배치 프로그램 23기' 5개사 선정",장세민,보도자료,배치 프로그램 23기 5개사 선정,
233,2024/07/09,스타트업투데이,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’에 선정된 5개사는?",김석진,보도자료,배치 프로그램 23기 5개사 선정,
234,2024/07/09,와우테일,"스파크랩, ‘배치 프로그램 23기’ 5개사 선정",정명화,보도자료,배치 프로그램 23기 5개사 선정,
235,2024/07/09,테크42,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’ 5개사 선정",황정호,보도자료,배치 프로그램 23기 5개사 선정,
236,2024/07/09,beSUCCESS,"스파크랩, 초기 스타트업 육성을 위한 ‘배치 프로그램 23기’ 5개사 선정",NA,보도자료,배치 프로그램 23기 5개사 선정,
237,2024/07/09,베타뉴스,"스파크랩, 초기 스타트업 육성 위한 배치 프로그램 23기 5개사 선정",이승희,보도자료,배치 프로그램 23기 5개사 선정,
238,2024/07/09,뉴시스,"스파크랩, 초기 스타트업 육성 ‘배치 프로그램 5곳 선정",권혁진,보도자료,배치 프로그램 23기 5개사 선정,
239,2024/07/09,아시아경제,"스파크랩, 초기 스타트업 육성 ‘배치 프로그램 23기’ 5개사 선정",김철현,보도자료,배치 프로그램 23기 5개사 선정,
240,2024/07/09,플래텀,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’ 5개사 선정",김문선,보도자료,배치 프로그램 23기 5개사 선정,
241,2024/07/09,벤처스퀘어,"스파크랩, ‘배치 프로그램 23기’ 5개사 선정",오효진,보도자료,배치 프로그램 23기 5개사 선정,
242,2024/07/09,테크M,"스파크랩, 초기 스타트업 육성 위한 '배치 프로그램 23기' 5개사 선정",이성우,보도자료,배치 프로그램 23기 5개사 선정,
243,2024/07/09,디아이투데이,"스파크랩,초기 스타트업 육성 위한‘배치 프로그램23기’ 5개사 선정",이민호,보도자료,배치 프로그램 23기 5개사 선정,
244,2024/07/09,이투데이,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’ 5개사 선정",정수천,보도자료,배치 프로그램 23기 5개사 선정,
245,2024/07/09,매일경제,"스파크랩, 스타트업 육성 위한 ‘배치 프로그램’ 5개사 선정",원호섭,보도자료,배치 프로그램 23기 5개사 선정,
246,2024/07/08,K스타트업밸리,"스파크랩, 초기 스타트업 육성 위한 ‘배치 프로그램 23기’ 5개 사 선정",Jo Kim,보도자료,배치 프로그램 23기 5개사 선정,
247,2024/07/03,굿모닝경제,"멋쟁이사자처럼, 스파크랩과 업무협약 맺어",박선하,참고,멋쟁이사자와 MOU 체결,
248,2024/06/28,와우테일,"스파크랩그룹, 사우디서 글로벌 AI스타트업 육성…‘AIM-X’ 참가사 모집(~7월12일)",정명화,보도자료,사우디 AI 스타트업 육성,
249,2024/06/28,beSUCCESS,"스파크랩그룹, 사우디 국가 이니셔티브 AI.M 핵심 프로그램 ‘AIM-X’ 운영",NA,보도자료,사우디 AI 스타트업 육성,
250,2024/06/28,머니투데이,"스파크랩그룹, 사우디서 글로벌 AI스타트업 육성…투자금 최대 20만불",남미래,보도자료,사우디 AI 스타트업 육성,
251,2024/06/28,이데일리,"스파크랩그룹, 'AI 스타트업 지원 사우디 국가 프로그램' 운영",김현아,보도자료,사우디 AI 스타트업 육성,
252,2024/06/28,AI타임스,"스파크랩그룹, AI 스타트업 지원 프로그램 가동...""최대 2.7억 투자""",박수빈,보도자료,사우디 AI 스타트업 육성,
253,2024/06/28,이데일리,"[마켓인]""글로벌 AI 허브로 발돋움""…스파크랩그룹, 사우디서 글로벌 초기 AI 스타트업 육성",박소영,보도자료,사우디 AI 스타트업 육성,
254,2024/06/28,한국경제,사우디에서 초기 AI스타트업 육성 나선 스파크랩 [Geeks' Briefing],고은이,보도자료,사우디 AI 스타트업 육성,
255,2024/06/28,지디넷코리아,"스파크랩그룹, 사우디아라비아서 초기 AI 스타트업 육성한다",백봉삼,보도자료,사우디 AI 스타트업 육성,
256,2024/06/28,한국경제,"액셀러레이터 스파크랩, 사우디아라비아서 초기 AI 스타트업 육성",김주완,보도자료,사우디 AI 스타트업 육성,
257,2024/06/28,한경잡앤조이,"스파크랩그룹, 사우디서 글로벌 AI 스타트업 육성한다",강홍민,보도자료,사우디 AI 스타트업 육성,
258,2024/06/28,뉴시스,"스파크랩그룹, 사우디서 전 세계 AI 스타트업 육성 나서",이승주,보도자료,사우디 AI 스타트업 육성,
259,2024/06/28,아시아경제,"스파크랩그룹, 사우디서 전 세계 초기 AI 스타트업 육성",김철현,보도자료,사우디 AI 스타트업 육성,
260,2024/06/28,베타뉴스,"스파크랩그룹, 사우디 이니셔티브 AI.M의 프로그램 AIM-X 운영",이승희,보도자료,사우디 AI 스타트업 육성,
261,2024/06/28,벤처스퀘어,"스파크랩그룹, 사우디아라비아서 초기 AI 스타트업 육성",오효진,보도자료,사우디 AI 스타트업 육성,
262,2024/06/28,뉴스1,"스파크랩그룹, 사우디서 전 세계 AI 스타트업 육성한다",이정후,보도자료,사우디 AI 스타트업 육성,
263,2024/06/28,디스커버리뉴스,"스파크랩그룹, 사우디서 전 세계 AI 스타트업 육성한다",정기환,보도자료,사우디 AI 스타트업 육성,
264,2024/06/28,플래텀,"스파크랩그룹, 사우디아라비아서 전 세계 초기 AI 스타트업 육성",김문선,보도자료,사우디 AI 스타트업 육성,
265,2024/06/28,이투데이,"스파크랩그룹, 사우디아라비아서 전 세계 초기 AI 스타트업 육성 나서",정수천,보도자료,사우디 AI 스타트업 육성,
